S.No,Course Name,Slot Name,Units,Type,Instructor,Instructor Email,Lecture Time,Tutorial Time,Practical Time,Vacancy,Current Strength,Course Code
326,Digital Design and Construction,H,2.0-0.0-2.0,,KABIR CHAUDRY,shanayaganesh@civil.iitd.ac.in,M 11:00-12:00,,,20,6,CVL876
327,SOIL MECHANICS LABORATORY,E,0.0-0.0-2.0,,AAINA BASAK,xwalla@civil.iitd.ac.in,,,,120,91,CVP222
328,STRUCTURAL ANALYSIS LABORATORY,P,0.0-0.0-2.0,,MISHTI GODA,sara09@civil.iitd.ac.in,,,,100,91,CVP242
329,TRANSPORTATION ENGG. LABORATOR,P,0.0-0.0-2.0,,ISHITA MANGAL,qamble@civil.iitd.ac.in,,,,120,91,CVP261
330,HYDRAULICS LABORATORY,P,0.0-0.0-2.0,,EVA CHOPRA,zara76@civil.iitd.ac.in,,,,120,92,CVP281
331,STRUCTURES & MATERIAL LAB,P,0.0-0.0-2.0,,YASMIN KURUVILLA,akarshbera@civil.iitd.ernet.in,,,,120,95,CVP342
332,STRUCTURAL DESIGN & DETAILING,SU1,0.0-0.0-3.0,,INDRANS GOYAL,elakshi79@civil.iitd.ac.in,,,,0,0,CVP441
333,SIMULATION LABORATORY-I,P,0.0-0.0-3.0,,AARUSH LANKA,pihu58@civil.iitd.ac.in,,,,50,8,CVP730
334,SIMULATION LABORATORY-II,P,0.0-0.0-3.0,,TRISHA SINGHAL,heerchhabra@civil.iitd.ac.in,,,,50,12,CVP731
335,STRUCTURAL ENGINEERING LAB,P,0.0-0.0-6.0,,BIJU KAUL,rupadhyay@civil.iitd.ac.in,,,,50,28,CVP756
336,CONSTRUCTION TECHNOLOGY LABORA,P,0.0-0.0-3.0,,AARUSH BUCH,chandranseher@civil.iitd.ac.in,,,,40,18,CVP771
337,GEOENVIRONMENTAL AND GEOTECHNICAL ENGINEERING LAB,R,0.0-0.0-6.0,,VRITIKA JANI,arnav08@civil.iitd.ac.in,,,,30,14,CVP800
338,ROCK MECHANICS LABORATORY-II,R,0.0-0.0-6.0,,CHIRAG WABLE,catwal@civil.iitd.ac.in,,,,30,13,CVP810
339,ADVANCED AIR POLLUTION LABORATORY,AB,1.0-0.0-4.0,,ARADHYA VIRK,badal99@civil.iitd.ac.in,MTh 15:30-17:00,,,25,10,CVP820
340,CIVIL ENGINEERING SEMINAR,Q,0.0-0.0-2.0,,AMANI SANKAR,ykeer@civil.iitd.ac.in,,,,90,94,CVQ301
341,DESIGN PROJECT,P,0.0-0.0-4.0,,BIJU RANGANATHAN,kapoorayesha@cse.iitd.ac.in,,,,30,8,COD300
342,MINI PROJECT,P,0.0-0.0-6.0,,SAMARTH KHURANA,kimayakibe@cse.iitd.ac.in,,,,40,39,COD310
343,B.TECH PROJECT PART 1,P,0.0-0.0-12.0,,SAIRA TATA,zarasoman@cse.iitd.ac.in,,,,120,16,COD492
344,B.TECH PROJECT PART 2,P,0.0-0.0-16.0,,SAIRA TATA,zarasoman@cse.iitd.ac.in,,,,120,30,COD494
345,MINOR PROJECT,P,0.0-0.0-6.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,80,39,COD891
346,M.TECH PROJECT PARTI,P,0.0-0.0-14.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,40,14,COD892
347,M.TECH PROJECT PARTII,P,0.0-0.0-28.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,50,47,COD893
348,MSR PROJECT,P,0.0-0.0-72.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,30,3,COD895
349,INTRO. TO COMPUTER SCIENCE,B,3.0-0.0-2.0,,MOHANLAL VIG,usavant@cse.iitd.ac.in,MTh 09:30-11:00,,,600,606,COL100
350,INTRO. TO COMPUTER SCIENCE,SU1,3.0-0.0-2.0,,MOHANLAL VIG,usavant@cse.iitd.ac.in,,,,0,0,COL100
351,DATA STRUCTURES AND ALGORITHMS,F,3.0-0.0-4.0,,SAMARTH KHURANA,kimayakibe@cse.iitd.ac.in,TThF 11:00-12:00,,,385,344,COL106
352,DISCRETE MATHEMATICAL STRUCTUR,SU1,3.0-1.0-0.0,,VEDIKA JANI,hayreanya@cse.iitd.ac.in,,,,0,0,COL202
353,DIGITAL LOGIC & SYSTEM DESIGN,X,3.0-0.0-4.0,,GOKUL WABLE,tdhaliwal@cse.iitd.ac.in,,,,0,0,COL215
354,COMPUTER ARCHITECTURE,B,3.0-0.0-2.0,,LAKSHIT HANDA,heergolla@cse.iitd.ac.in,MTh 09:30-11:00,,,126,125,COL216
355,PROGRAMMING LANGUAGES,F,3.0-0.0-4.0,,SAMIHA KAUR,randhawastuvan@cse.iitd.ac.in,TThF 11:00-12:00,,,140,149,COL226
356,OPERATING SYSTEMS,E,3.0-0.0-4.0,,FARHAN BANDI,aptevihaan@cse.iitd.ac.in,TWF 10:00-11:00,,,140,160,COL331
357,INTRO TO AUTOMATA & TH. OF CO.,H,3.0-0.0-0.0,,SUMER SAMPATH,nakulhayre@cse.iitd.ernet.in,M 11:00-12:00,,,100,124,COL352
358,INTRO. TO DATABASE MGMT. SYST.,D,3.0-0.0-2.0,,JAYESH GOKHALE,tvarkey@cse.iitd.ac.in,TWF 09:00-10:00,,,150,108,COL362
359,INTRO. TO PARALLEL & DIS. PRO.,J,2.0-0.0-2.0,,YUVAAN DUA,suhana23@cse.iitd.ac.in,MTW 12:00-13:00,,,120,143,COL380
360,INTRODUCTION TO DATA BASESYSTEMS,D,3.0-0.0-2.0,,JAYESH GOKHALE,tvarkey@cse.iitd.ac.in,TWF 09:00-10:00,,,30,15,COL632
361,RESOURCE MANAGEMENT IN COMPUTER SYSTEMS,E,3.0-0.0-2.0,,FARHAN BANDI,aptevihaan@cse.iitd.ac.in,TWF 10:00-11:00,,,30,0,COL633
362,NUMERICAL ALGORITHMS,M,3.0-0.0-2.0,,RITVIK HARI,ela49@cse.iitd.ac.in,MTh 17:00-18:30,,,70,43,COL726
363,NUMERICAL ALGORITHMS,SU1,3.0-0.0-2.0,,RITVIK HARI,ela49@cse.iitd.ac.in,,,,0,0,COL726
364,SOFTWARE ENGINEERING,H,3.0-0.0-2.0,,VARDANIYA SAWHNEY,navyashenoy@cse.iitd.ac.in,M 11:00-12:00,,,95,87,COL740
365,ADVANCED ALGORITHMS,X,3.0-0.0-2.0,,TAIMUR DHINGRA,taramann@cse.iitd.ac.in,,,,0,0,COL758
366,CRYPTOGRAPHY & COMPUTER SEC.,B,3.0-0.0-0.0,,FATEH DARA,aniruddh47@cse.iitd.ac.in,MTh 09:30-11:00,,,80,76,COL759
367,MACHINE LEARNING,C,3.0-0.0-2.0,,EHSAAN SATHE,goyalarnav@cse.iitd.ac.in,TWF 08:00-09:00,,,100,107,COL774
368,COMPUTER GRAPHICS,F,3.0-0.0-3.0,,ARMAAN GULATI,priyanshmaster@cse.iitd.ac.in,TThF 11:00-12:00,,,90,26,COL781
369,ADVANCED FUNCTIONAL BRAIN IMG.,AC,3.0-0.0-2.0,,ONKAR SAGAR,rborde@cse.iitd.ac.in,TF 14:00-15:30,,,30,16,COL786
370,SYSTEM LEVEL DESIGN & MODELLING,J,3.0-0.0-0.0,,GOKUL WABLE,tdhaliwal@cse.iitd.ac.in,MTW 12:00-13:00,,,30,3,COL812
371,ADVANCED DISTRIBUTED SYSTEM,E,3.0-0.0-2.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,TWF 10:00-11:00,,,40,38,COL819
372,SPL. TOPICS IN OPERATING SYS.,X,3.0-0.0-0.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,45,8,COL851
373,SPL. TOPICS IN THEO. COMP. SC.,AD,3.0-0.0-0.0,,TAIMUR DHINGRA,taramann@cse.iitd.ac.in,TF 15:30-17:00,,,40,34,COL863
374,SPL. TOPICS IN ARTIFICIAL INT.,AB,3.0-0.0-0.0,,TARAN DUTT,elakshisetty@cse.iitd.ac.in,MTh 15:30-17:00,,,45,29,COL864
375,SPECIAL TOPICS IN COMPUTER AP.,AC,3.0-0.0-0.0,,ROHAN ZACHARIA,jivin80@cse.iitd.ac.in,TF 14:00-15:30,,,30,11,COL865
376,SPECIAL TOPICS IN ALGORITHMS,AA,3.0-0.0-0.0,,BIJU RANGANATHAN,kapoorayesha@cse.iitd.ac.in,MTh 14:00-15:30,,,30,23,COL866
377,SPL. TOPICS IN DATABASE SYST.,E,3.0-0.0-0.0,,ARNAV GOYAL,tejassaxena@cse.iitd.ac.in,TWF 10:00-11:00,,,30,13,COL868
378,SPECIAL TOPICS IN CONCURRENCY,AA,3.0-0.0-0.0,,JAYESH KEER,mishtiraval@cse.iitd.ac.in,MTh 14:00-15:30,,,30,6,COL869
379,Teaching Practicum in Computer Science and Engineering,P,0.0-0.0-8.0,,SAIRA TATA,zarasoman@cse.iitd.ac.in,,,,150,103,CON800
380,Research Practicum in Computer Science and Engineering,P,1.0-0.0-8.0,,FARHAN BANDI,aptevihaan@cse.iitd.ac.in,,,,60,0,CON801
381,DESIGN PRACTICES,K,0.0-0.0-6.0,,ADVIKA RANGANATHAN,lchaudhari@cse.iitd.ac.in,,,,120,134,COP290
382,EMBEDDED SYSTEM DESIGN PROJECT,P,0.0-1.0-6.0,,ADVIKA RANGANATHAN,lchaudhari@cse.iitd.ac.in,,,,100,35,COP315
383,SOFTWARE SYSTEMS LABORATORY,P,0.0-0.0-6.0,,YUVAAN DUA,suhana23@cse.iitd.ac.in,,,,40,0,COP701
384,PROCESSOR DESIGN LAB,P,0.0-0.0-8.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,60,9,COP820
385,SEMINAR COURSE - I,P,0.0-0.0-2.0,,JHANVI SANT,bhamini44@cse.iitd.ac.in,,,,60,60,COQ301
386,SEMINAR COURSE - II,P,0.0-0.0-2.0,,TARAN DUTT,elakshisetty@cse.iitd.ac.in,,,,60,20,COQ302
387,SEMINAR COURSE - III,P,0.0-0.0-2.0,,JAYESH KEER,mishtiraval@cse.iitd.ac.in,,,,60,11,COQ303
388,SEMINAR COURSE - IV,P,0.0-0.0-2.0,,TAIMUR DHINGRA,taramann@cse.iitd.ac.in,,,,60,34,COQ304
389,INDEPENDENT STUDY (CS),P,0.0-3.0-0.0,,SAMARTH KHURANA,kimayakibe@cse.iitd.ac.in,,,,30,8,COS310
390,INDEPENDENT STUDY,P,0.0-3.0-0.0,,SAMARTH KHURANA,kimayakibe@cse.iitd.ac.in,,,,30,11,COS799
391,INDEPENDENT STUDY,SU1,0.0-3.0-0.0,,YUVAAN DUA,suhana23@cse.iitd.ac.in,,,,0,0,COS799
392,SPL. MODULE IN THEO. COMP. SC.,P,1.0-0.0-0.0,,VEDIKA JANI,hayreanya@cse.iitd.ac.in,,,,60,19,COV883
393,SPL. MODULE IN HIGH SPEED NET.,X,1.0-0.0-0.0,,FATEH DARA,aniruddh47@cse.iitd.ac.in,,,,60,5,COV887
394,SPECIAL MODULE IN CONCURRENCY,P,1.0-0.0-0.0,,PIHU BISWAS,kulkarnidrishya@cse.iitd.ac.in,,,,30,6,COV889
395,MAJOR PROJECT PART 1 (CS),P,0.0-0.0-8.0,,FARHAN BANDI,aptevihaan@cse.iitd.ac.in,,,,40,0,CSD411
396,MAJOR PROJECT PART 1 (CO),P,0.0-0.0-8.0,,PURAB SARRAF,nishithsidhu@cse.iitd.ac.in,,,,40,0,CSD853
397,DESIGN PROJECT 1,P,0.0-0.0-6.0,,PRANAY SATHE,gokulramanathan@design.iitd.ac.in,,,,25,20,DSD792
398,DESIGN PROJECT,P,1.0-0.0-6.0,,PRANAY SATHE,gokulramanathan@design.iitd.ac.in,,,,20,3,DSD799
399,DESIGN FOR USABILITY,E,2.0-0.0-2.0,,NEHMAT MAMMEN,abramsubramaniam@design.iitd.ac.in,TWF 10:00-11:00,,,60,30,DSL782
400,DESIGN FOR USABILITY,SU1,2.0-0.0-2.0,,NEHMAT MAMMEN,abramsubramaniam@design.iitd.ac.in,,,,0,0,DSL782
401,SPECIAL TOPICS IN DESIGN 1,P,3.0-0.0-0.0,,EVA RAJA,yasminkrishna@design.iitd.ac.in,,,,20,21,DSL810
402,SPECIAL TOPICS IN DESIGN 2,P,3.0-0.0-0.0,,SAMARTH DEEP,duttsaksham@design.iitd.ac.in,,,,20,22,DSL820
403,COMP.  AIDED PRODUCT DETAILING,J,1.0-0.0-4.0,,HAZEL CHEEMA,danipari@design.iitd.ac.in,MTW 12:00-13:00,,,40,23,DSP711
404,APPLIED ERGONOMICS,AA,1.0-0.0-2.0,,PRANAY SATHE,gokulramanathan@design.iitd.ac.in,MTh 14:00-15:30,,,40,24,DSP722
405,PRODUCT INTERFACE & DESIGN,B,1.0-0.0-2.0,,ANVI BARIA,sumerbrar@design.iitd.ac.in,MTh 09:30-11:00,,,40,24,DSP741
406,VEHICLE DESIGN,P,2.0-0.0-2.0,,ANVI BARIA,sumerbrar@design.iitd.ac.in,,,,20,4,DSR762
407,SUMMER INTERNSHIP,P,0.0-0.0-4.0,,NEHMAT MAMMEN,abramsubramaniam@design.iitd.ac.in,,,,25,20,DSR801
408,INDEPENDENT STUDY,P,0.0-3.0-0.0,,HRISHITA DEVAN,vdani@iddc.iitd.ac.in,,,,30,0,DSS720
409,SPECIAL MODULES IN DESIGN,SU1,1.0-0.0-0.0,,EVA RAJA,yasminkrishna@design.iitd.ac.in,,,,0,0,DSV820
410,DOCTORAL THESIS,X,0.0-0.0-0.0,,ALIA GOPAL,balakeya@cc.iitd.ernet.in,,,,5000,1933,DTD899
411,COLLOQUIUM (EP),X,0.0-3.0-0.0,,RAGHAV SEM,bariavardaniya@ee.iitd.ac.in,,,,0,1,EEC420
412,MAJOR PROJECT PART 1 (EP),X,0.0-0.0-6.0,,RAGHAV SEM,bariavardaniya@ee.iitd.ac.in,,,,0,1,EED421
413,COMPUTERS IN BIOMEDICINE,X,3.0-0.0-0.0,,STUVAN AURORA,kalaaarush@cbme.iitd.ac.in,,,,0,0,EEL422
414,PRACTICAL TRAINING,X,0.0-0.0-0.0,,RAGHAV SEM,bariavardaniya@ee.iitd.ac.in,,,,0,1,EET420
415,B.TECH. PROJECT - I,P,0.0-0.0-6.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,11,ELD411
416,B.TECH. PROJECT - I,P,0.0-0.0-6.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,3,ELD431
417,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,3,ELD450
418,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,1,ELD451
419,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,0,ELD452
420,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,0,ELD453
421,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,0,ELD454
422,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,5,ELD455
423,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,0,ELD456
424,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,3,ELD457
425,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,0,ELD458
426,BTP PART-II,P,0.0-0.0-16.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,100,0,ELD459
427,MINOR PROJECT,P,0.0-0.0-4.0,,JHANVI GROVER,ysalvi@ee.iitd.ac.in,,,,60,24,ELD780
428,MINOR PROJECT (EEA),P,0.0-0.0-6.0,,ZOYA VIG,edass@ee.iitd.ac.in,,,,60,0,ELD800
429,MAJOR PROJECT PART I,P,0.0-0.0-12.0,,ZOYA VIG,edass@ee.iitd.ac.in,,,,50,0,ELD801
430,MAJOR PROJECT PART II,P,0.0-0.0-24.0,,ZOYA VIG,edass@ee.iitd.ac.in,,,,60,12,ELD802
431,MINOR PROJECT (COMMUNICATION E,P,0.0-0.0-6.0,,HRIDAAN JHA,yuvraj-sahota@ee.iitd.ac.in,,,,60,9,ELD810
432,MAJOR PROJECT PART-I (COMMUNIC,P,0.0-0.0-12.0,,HRIDAAN JHA,yuvraj-sahota@ee.iitd.ac.in,,,,60,1,ELD811
433,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,HRIDAAN JHA,yuvraj-sahota@ee.iitd.ac.in,,,,60,14,ELD812
434,MAJOR PROJECT PART-I (INTEGRAT,P,0.0-0.0-12.0,,HRIDAAN KAMDAR,singhmishti@ee.iitd.ac.in,,,,60,0,ELD831
435,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,HRIDAAN KAMDAR,singhmishti@ee.iitd.ac.in,,,,60,9,ELD832
436,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,CHARVI RANGANATHAN,rati41@ee.iitd.ac.in,,,,60,0,ELD851
437,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,CHARVI RANGANATHAN,rati41@ee.iitd.ac.in,,,,60,6,ELD852
438,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,SARA CHAD,eshani24@ee.iitd.ac.in,,,,60,0,ELD871
439,MAJOR PROJECT PART-II,P,0.0-0.0-24.0,,SARA CHAD,eshani24@ee.iitd.ac.in,,,,60,12,ELD872
440,MAJOR PROJECT PART-I,P,0.0-0.0-12.0,,JHANVI GROVER,ysalvi@ee.iitd.ac.in,,,,60,9,ELD880
441,MAJOR PROJECT PART II,P,0.0-0.0-24.0,,JHANVI GROVER,ysalvi@ee.iitd.ac.in,,,,60,9,ELD881
442,MS RESEARCH PROJECT,P,0.0-0.0-72.0,,DHARMAJAN LOKE,danishaan@ee.iitd.ac.in,,,,60,12,ELD895
443,INTRO. TO ELECTRICAL ENGG.,E,3.0-0.0-2.0,,LAVANYA TARA,tarabatra@ee.iitd.ac.in,TWF 10:00-11:00,,,400,531,ELL100
444,DIGITAL ELECTRONICS,B,3.0-0.0-3.0,,HAZEL SARIN,abramgaba@ee.iitd.ac.in,MTh 09:30-11:00,,,350,174,ELL201
445,DIGITAL ELECTRONICS,X,3.0-0.0-3.0,,HAZEL SARIN,abramgaba@ee.iitd.ac.in,,,,0,0,ELL201
446,CIRCUIT THEORY,SU1,3.0-1.0-0.0,,ELAKSHI GOLA,rattandevansh@ee.iitd.ac.in,,,,0,0,ELL202
447,CIRCUIT THEORY,X,3.0-1.0-0.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,0,0,ELL202
448,ELECTROMECHANICS,X,3.0-1.0-0.0,,STUVAN SARAF,bhardwajrati@ee.iitd.ac.in,,,,0,0,ELL203
449,SIGNALS AND SYSTEMS,D,3.0-1.0-0.0,,SHLOK WABLE,shamikchana@ee.iitd.ac.in,TWF 09:00-10:00,MTThF 14:00-15:00,,150,141,ELL205
450,SIGNALS AND SYSTEMS,X,3.0-1.0-0.0,,SHLOK WABLE,shamikchana@ee.iitd.ac.in,,,,0,0,ELL205
451,PHYSICAL ELECTRONICS,B,3.0-0.0-0.0,,RANBIR RAVAL,elakshisangha@ee.iitd.ac.in,MTh 09:30-11:00,,,150,92,ELL211
452,ENGINEERING ELECROMAGNETICS,E,3.0-1.0-0.0,,VIDUR SATHE,seher95@ee.iitd.ac.in,TWF 10:00-11:00,MTThF 13:00-14:00,,150,104,ELL212
453,CONTROL ENGINEERING I,F,3.0-1.0-0.0,,TRISHA BHATNAGAR,fatehgupta@ee.iitd.ernet.in,TThF 11:00-12:00,MTThF 13:00-14:00,,150,151,ELL225
454,CONTROL ENGINEERING I,SU1,3.0-1.0-0.0,,TRISHA BHATNAGAR,fatehgupta@ee.iitd.ernet.in,,,,0,0,ELL225
455,CONTROL ENGINEERING I,X,3.0-1.0-0.0,,TRISHA BHATNAGAR,fatehgupta@ee.iitd.ernet.in,,,,0,0,ELL225
456,POWER ELECTR. & ENERGY DEVICES,A,3.0-0.0-0.0,,HRIDAAN KAMDAR,singhmishti@ee.iitd.ac.in,MTh 08:00-09:30,,,150,51,ELL231
457,ELECTRICAL & ELECTRONIC INSTR.,D,3.0-0.0-0.0,,SEHER SACHDEVA,neelofar47@ee.iitd.ac.in,TWF 09:00-10:00,,,60,11,ELL301
458,POWER ELECTRONICS,X,3.0-0.0-0.0,,STUVAN SARAF,bhardwajrati@ee.iitd.ac.in,,,,0,0,ELL302
459,POWER ENGINEERING-I,F,3.0-1.0-0.0,,JAYAN SASTRY,sonikabir@ee.iitd.ac.in,TThF 11:00-12:00,MTThF 13:00-14:00,,150,138,ELL303
460,POWER ENGINEERING-I,X,3.0-1.0-0.0,,JAYAN SASTRY,sonikabir@ee.iitd.ac.in,,,,0,0,ELL303
461,INTRODUCTION TO VLSI DESIGN,E,3.0-0.0-0.0,,ZEESHAN DOCTOR,mwali@ee.iitd.ac.in,TWF 10:00-11:00,,,120,23,ELL316
462,DIGITAL SIGNAL PROCESSING,M,3.0-0.0-2.0,,HRIDAAN JHA,yuvraj-sahota@ee.iitd.ac.in,MTh 17:00-18:30,,,80,0,ELL319
463,ELECTRIC DRIVES,B,3.0-0.0-0.0,,VEER GOYAL,vidurraval@ee.iitd.ac.in,MTh 09:30-11:00,,,100,67,ELL332
464,POWER ENGINEERING-II,SU1,3.0-0.0-0.0,,SARA CHAD,eshani24@ee.iitd.ac.in,,,,0,0,ELL363
465,POWER ENGINEERING-II,X,3.0-0.0-0.0,,SARA CHAD,eshani24@ee.iitd.ac.in,,,,0,0,ELL363
466,EMBEDDED SYSTEMS,M,3.0-0.0-0.0,,PRERAK BUTALA,walirati@ee.iitd.ac.in,MTh 17:00-18:30,,,160,97,ELL365
467,EMBEDDED SYSTEMS,SU1,3.0-0.0-0.0,,STUVAN AURORA,kalaaarush@cbme.iitd.ac.in,,,,0,0,ELL365
468,POWER SYSTEMS PROTECTION,E,3.0-0.0-0.0,,MISHA SAMRA,mshenoy@ee.iitd.ac.in,TWF 10:00-11:00,,,50,28,ELL400
469,MACHINE INTELLIGENCE & LEARNING,J,3.0-0.0-2.0,,SHAMIK D’ALIA,kiaradani@ee.iitd.ac.in,MTW 12:00-13:00,,,65,78,ELL409
470,DIGITAL COMMUNICATIONS,H,3.0-0.0-2.0,,KEYA REDDY,arorasahil@ee.iitd.ac.in,M 11:00-12:00,,,120,0,ELL411
471,OPTIMAL CONTROL THEORY,A,3.0-0.0-0.0,,LAKSHAY LALLA,kapte@ee.iitd.ac.in,MTh 08:00-09:30,,,60,46,ELL703
472,STOCHASTIC FILTERING AND IDENT,B,3.0-0.0-0.0,,RAGHAV SEM,bariavardaniya@ee.iitd.ac.in,MTh 09:30-11:00,,,60,29,ELL705
473,SYSTEMS BIOLOGY,H,3.0-0.0-0.0,,VRITIKA LATA,aradhya30@ee.iitd.ac.in,M 11:00-12:00,,,60,28,ELL707
474,DIGITAL IMAGE PROCESSING,J,3.0-0.0-2.0,,SEHER APTE,nuppal@care.iitd.ernet.in,MTW 12:00-13:00,,,150,119,ELL715
475,OPTICAL COMMUNICATION SYSTEMS,A,3.0-0.0-0.0,,RATI KARI,ishitakade@ee.iitd.ac.in,MTh 08:00-09:30,,,60,21,ELL717
476,STATISTICAL SIGNAL PROCESSING,M,3.0-0.0-0.0,,RHEA BADAMI,raunak36@ee.iitd.ac.in,MTh 17:00-18:30,,,60,6,ELL718
477,DETECTION & ESTIMATION THEORY,B,3.0-0.0-0.0,,SAHIL TARA,nehmatsolanki@ee.iitd.ac.in,MTh 09:30-11:00,,,60,45,ELL719
478,ADVANCED DIGITAL SIGNAL PROCES,K,3.0-0.0-0.0,,RASHA CHEEMA,dbahri@ee.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,20,ELL720
479,BROADBAND COMMUNICATION SYSTEM,F,3.0-0.0-0.0,,MEHUL KASHYAP,anahitarattan@ee.iitd.ac.in,TThF 11:00-12:00,,,90,75,ELL723
480,WIRELESS COMMUNICATIONS,K,3.0-0.0-0.0,,ALISHA UPPAL,anya84@ee.iitd.ac.in,"W 12:00-13:00 ,TF 17:00-18:00",,,60,21,ELL725
481,I.C. TECHNOLOGY,C,3.0-0.0-0.0,,GOKUL HEGDE,srinivasmadhup@ee.iitd.ac.in,TWF 08:00-09:00,,,60,46,ELL730
482,MIXED SIGNAL CIRCUIT DESIGN,AA,3.0-0.0-0.0,,ESHANI BALAN,jhayer@ee.iitd.ac.in,MTh 14:00-15:30,,,75,57,ELL731
483,FLEXIBLE ELECTRONICS,AA,3.0-0.0-0.0,,HRIDAAN KAMDAR,singhmishti@ee.iitd.ac.in,MTh 14:00-15:30,,,50,6,ELL737
484,INTRODUCTION TO MEMS DESIGN,X,3.0-0.0-0.0,,ISHAAN JOSHI,kavyakhanna@ee.iitd.ac.in,,,,60,10,ELL742
485,ELECTRIC DRIVE SYSTEM,F,3.0-0.0-0.0,,CHARVI RANGANATHAN,rati41@ee.iitd.ac.in,TThF 11:00-12:00,,,60,33,ELL752
486,SWITCHED MODE POWER CONVERSION,M,3.0-0.0-0.0,,HRISHITA DUGAR,wasontaimur@ee.iitd.ac.in,MTh 17:00-18:30,,,60,21,ELL760
487,ELECTRICAL SYSTEMS FOR CONSTRUCTION INDUSTRIES,M,3.0-0.0-2.0,,ABRAM SAMRA,sacharnakul@ee.iitd.ac.in,MTh 17:00-18:30,,,60,23,ELL769
488,ADVANCED POWER SYSTEM OPTIMIZA,D,3.0-0.0-0.0,,BAIJU ZACHARIAH,pdara@ee.iitd.ac.in,TWF 09:00-10:00,,,60,19,ELL776
489,POWER SYSTEM OPERATION AND CON,F,3.0-0.0-0.0,,SARA CHAD,eshani24@ee.iitd.ac.in,TThF 11:00-12:00,,,50,28,ELL777
490,DYNAMIC MODELLING AND CONTROL,H,3.0-0.0-0.0,,VIDUR SONI,ymand@ee.iitd.ac.in,M 11:00-12:00,,,60,40,ELL778
491,OPERATING SYSTEMS,A,3.0-0.0-2.0,,JHANVI GROVER,ysalvi@ee.iitd.ac.in,MTh 08:00-09:30,,,60,33,ELL783
492,INTRODUCTION TO MACHINE LEARNI,H,3.0-0.0-0.0,,JHANVI GROVER,ysalvi@ee.iitd.ac.in,M 11:00-12:00,,,50,40,ELL784
493,MULTIMEDIA SYSTEMS,X,3.0-0.0-0.0,,LAKSHAY GARDE,suhanabalasubramanian@ee.iitd.ernet.in,,,,50,46,ELL786
494,COMPUTATIONAL PERCEPTION & CO.,AD,3.0-0.0-0.0,,PRERAK BUTALA,walirati@ee.iitd.ac.in,TF 15:30-17:00,,,50,20,ELL788
495,NETWORKED AND MULTI-AGENT CONT,AD,3.0-0.0-0.0,,ZOYA VIG,edass@ee.iitd.ac.in,TF 15:30-17:00,,,60,32,ELL805
496,WIRELESS OPTICAL COMMUNICATION,H,3.0-0.0-0.0,,JAYAN SEHGAL,reyansh34@ee.iitd.ac.in,M 11:00-12:00,,,60,30,ELL814
497,MIMO WIRELESS COMMUNICATIONS,E,3.0-0.0-0.0,,VIDUR SATHE,rashalata@ee.iitd.ac.in,TWF 10:00-11:00,,,60,29,ELL815
498,ACCESS NETWORKS,J,3.0-0.0-0.0,,MEHUL KASHYAP,anahitarattan@ee.iitd.ac.in,MTW 12:00-13:00,,,50,20,ELL817
499,SELECTED TOPICS IN COMMUNICATI,X,3.0-0.0-0.0,,DARSHIT GODA,sumer17@ee.iitd.ac.in,,,,60,7,ELL821
